bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,i1_1,i1_2,i2_1,i2_2,output1,output2,fitness_max,fitness_ratio_max
8,0,9,0,0,1.0,51.0,61.0,51.0,62.0,in,out,1.0,1.0
8,0,9,0,0,1.0,79.0,12.0,80.0,12.0,in,out,1.0,1.0
10,0,9,0,0,1.0,-1.0,-79.0,-1.0,-80.0,in,out,1.0,1.0
8,0,9,0,0,1.0,55.0,59.0,54.0,59.0,out,in,1.0,1.0
10,0,9,0,0,1.0,-60.0,53.0,-60.0,52.0,out,in,1.0,1.0
10,0,9,0,0,1.0,76.0,-26.0,75.0,-26.0,out,in,1.0,1.0
12,0,9,0,0,1.0,-77.0,-22.0,-76.0,-22.0,out,in,1.0,1.0
10,0,9,0,0,1.0,-78.0,18.0,-77.0,18.0,out,in,1.0,1.0
12,0,9,0,0,1.0,-69.0,-42.0,-68.0,-42.0,out,in,1.0,1.0
12,0,9,0,0,1.0,-71.0,-37.0,-71.0,-36.0,out,in,1.0,1.0
10,0,9,0,0,1.0,75.0,-25.0,76.0,-25.0,in,out,1.0,1.0
8,1,9,0,0,1.0,-79.0,6.0,-80.0,6.0,in,out,1.0,1.0
10,0,9,0,0,1.0,-70.0,40.0,-69.0,40.0,out,in,1.0,1.0
10,0,9,0,0,1.0,-75.0,26.0,-76.0,26.0,in,out,1.0,1.0
8,0,9,0,0,1.0,78.0,19.0,77.0,19.0,out,in,1.0,1.0
12,0,9,0,0,1.0,-25.0,-75.0,-25.0,-76.0,in,out,1.0,1.0
12,0,9,0,0,1.0,-15.0,-78.0,-15.0,-79.0,in,out,1.0,1.0
10,0,9,0,0,1.0,-61.0,51.0,-61.0,52.0,in,out,1.0,1.0
10,0,9,0,0,1.0,61.0,-52.0,61.0,-51.0,out,in,1.0,1.0
10,0,9,0,0,1.0,50.0,-63.0,50.0,-62.0,out,in,1.0,1.0
10,0,9,0,0,1.0,-38.0,70.0,-39.0,70.0,in,out,1.0,1.0
10,0,9,0,0,1.0,-79.0,-5.0,-80.0,-5.0,in,out,1.0,1.0
10,0,9,0,0,1.0,-16.0,78.0,-16.0,79.0,in,out,1.0,1.0
10,0,9,0,0,1.0,15.0,-79.0,15.0,-78.0,out,in,1.0,1.0
4,0,5,1,1,0.9811320754716981,0.0,0.0,0.0,1.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",in,0.9811320754716981,1.0
5,0,5,1,1,0.9811320754716981,0.0,-1.0,0.0,0.0,in,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.9811320754716981,1.0
5,0,5,1,1,0.9811320754716981,0.0,0.0,0.0,-1.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",in,0.9811320754716981,1.0
4,0,5,1,1,0.9811320754716981,1.0,0.0,0.0,0.0,in,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.9811320754716981,1.0
8,0,9,0,1,0.7071067811865476,52.0,61.0,51.0,60.0,out,in,1.0,0.7071067811865476
12,0,9,0,1,0.7071067811865476,-39.0,-70.0,-40.0,-69.0,out,in,1.0,0.7071067811865476
10,0,9,0,1,0.7071067811865476,-74.0,29.0,-75.0,30.0,in,out,1.0,0.7071067811865476
12,0,9,0,1,0.7071067811865476,-50.0,-64.0,-49.0,-63.0,out,in,1.0,0.7071067811865476
10,0,9,0,1,0.7071067811865476,74.0,-27.0,75.0,-28.0,in,out,1.0,0.7071067811865476
12,0,9,0,1,0.7071067811865476,-80.0,-11.0,-79.0,-12.0,out,in,1.0,0.7071067811865476
10,0,9,0,1,0.7071067811865476,-80.0,-7.0,-79.0,-6.0,out,in,1.0,0.7071067811865476
6,0,9,0,1,0.7071067811865476,80.0,7.0,79.0,6.0,out,in,1.0,0.7071067811865476
12,0,9,0,1,0.7071067811865476,-26.0,-75.0,-27.0,-76.0,in,out,1.0,0.7071067811865476
10,0,9,0,1,0.7071067811865476,-65.0,48.0,-64.0,47.0,out,in,1.0,0.7071067811865476
10,0,9,0,1,0.7071067811865476,-62.0,50.0,-63.0,51.0,in,out,1.0,0.7071067811865476
12,0,9,0,1,0.7071067811865476,-20.0,-78.0,-19.0,-77.0,out,in,1.0,0.7071067811865476
5,0,5,1,1,0.6937651438056692,0.0,0.0,1.0,-1.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",in,0.9811320754716981,0.7071067811865475
10,0,9,0,1,0.5,70.0,-36.0,72.0,-36.0,in,out,1.0,0.5
10,0,9,0,1,0.5,-57.0,57.0,-57.0,55.0,out,in,1.0,0.5
8,0,9,0,1,0.4472135954999579,44.0,67.0,45.0,65.0,out,in,1.0,0.4472135954999579
10,0,9,0,1,0.4472135954999579,35.0,-70.0,36.0,-72.0,in,out,1.0,0.4472135954999579
9,0,9,0,1,0.4472135954999579,79.0,-9.0,81.0,-10.0,in,out,1.0,0.4472135954999579
10,0,9,0,1,0.4472135954999579,73.0,-28.0,75.0,-29.0,in,out,1.0,0.4472135954999579
8,1,9,0,1,0.3333333333333333,5.0,-79.0,5.0,-82.0,in,out,1.0,0.3333333333333333
10,0,9,0,1,0.31622776601683794,-4.0,-79.0,-1.0,-80.0,in,out,1.0,0.31622776601683794
8,0,9,0,1,0.31622776601683794,78.0,-8.0,81.0,-7.0,in,out,1.0,0.31622776601683794
8,0,9,0,1,0.31622776601683794,76.0,22.0,79.0,23.0,in,out,1.0,0.31622776601683794
10,0,9,0,1,0.2773500981126146,65.0,-46.0,67.0,-49.0,in,out,1.0,0.2773500981126146
8,0,9,0,1,0.24253562503633297,37.0,72.0,33.0,71.0,out,in,1.0,0.24253562503633297
12,0,9,0,1,0.22360679774997896,-55.0,-60.0,-51.0,-58.0,out,in,1.0,0.22360679774997896
8,0,9,0,1,0.22360679774997896,71.0,33.0,75.0,31.0,in,out,1.0,0.22360679774997896
10,0,9,0,1,0.2,-62.0,57.0,-58.0,54.0,out,in,1.0,0.2
4,0,5,1,1,0.19622641509433963,5.0,0.0,0.0,0.0,in,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.9811320754716981,0.2
6,0,5,1,1,0.19241583070161453,-5.0,-1.0,0.0,0.0,in,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.6937651438056692,0.2773500981126146
8,0,9,0,1,0.1767766952966369,11.0,75.0,15.0,79.0,in,out,1.0,0.1767766952966369
8,1,9,0,1,0.1767766952966369,-76.0,5.0,-80.0,1.0,in,out,1.0,0.1767766952966369
8,1,9,0,1,0.16666666666666666,-74.0,9.0,-80.0,9.0,in,out,1.0,0.16666666666666666
6,0,9,0,1,0.1643989873053573,1.0,77.0,2.0,83.0,in,out,1.0,0.1643989873053573
8,0,9,0,1,0.1386750490563073,18.0,74.0,24.0,78.0,in,out,1.0,0.1386750490563073
10,0,9,0,1,0.12126781251816648,58.0,-58.0,56.0,-50.0,out,in,1.0,0.12126781251816648
10,0,9,0,1,0.11704114719613057,-15.0,85.0,-18.0,77.0,out,in,1.0,0.11704114719613057
8,0,9,0,1,0.11624763874381928,58.0,65.0,51.0,60.0,out,in,1.0,0.11624763874381928
10,0,9,0,1,0.10846522890932808,-81.0,18.0,-72.0,20.0,out,in,1.0,0.10846522890932808
8,0,9,0,1,0.10101525445522108,68.0,38.0,75.0,31.0,in,out,1.0,0.10101525445522108
8,1,9,0,1,0.09950371902099892,4.0,-83.0,3.0,-73.0,out,in,1.0,0.09950371902099892
7,0,5,1,1,0.09762629036022535,0.0,0.0,-10.0,-1.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",in,0.09762629036022535,1.0
8,0,9,0,1,0.08304547985373997,38.0,68.0,50.0,67.0,in,out,1.0,0.08304547985373997
8,0,9,0,1,0.07905694150420949,68.0,48.0,56.0,52.0,out,in,1.0,0.07905694150420949
6,1,5,1,1,0.07524939513219484,0.0,0.0,1.0,-13.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",in,0.09811320754716982,0.7669649888473704
6,1,5,1,1,0.06852523656607182,-13.0,6.0,0.0,0.0,in,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.09811320754716982,0.698430295769578
8,0,9,0,1,0.06608186004550898,65.0,22.0,80.0,20.0,in,out,1.0,0.06608186004550898
8,0,9,0,1,0.05547001962252291,77.0,-4.0,95.0,-5.0,in,out,1.0,0.05547001962252291
11,0,9,0,1,0.05322462954123495,-7.0,-67.0,-15.0,-84.0,in,out,0.7071067811865476,0.07527099294949814
10,0,9,0,1,0.05177803730784977,75.0,-21.0,93.0,-28.0,in,out,1.0,0.05177803730784977
7,0,5,1,1,0.051710200732313125,-18.0,-6.0,0.0,0.0,in,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.09762629036022535,0.5296749527356901
12,0,9,0,1,0.05,-77.0,-28.0,-61.0,-16.0,out,in,1.0,0.05
8,0,9,0,1,0.042485928866208736,57.0,10.0,80.0,15.0,in,out,1.0,0.042485928866208736
7,0,9,0,1,0.03624997167972069,1.0,67.0,21.0,86.0,in,out,1.0,0.03624997167972069
12,0,9,0,1,0.034001020045902296,-56.0,-40.0,-80.0,-57.0,in,out,1.0,0.034001020045902296
10,0,9,0,1,0.03304093002275449,-50.0,45.0,-54.0,75.0,in,out,1.0,0.03304093002275449
7,0,9,0,1,0.03186264939385831,28.0,95.0,1.0,79.0,out,in,1.0,0.03186264939385831
10,0,9,0,1,0.030247530200945175,63.0,-29.0,96.0,-31.0,in,out,1.0,0.030247530200945175
10,1,9,0,1,0.02759736623304408,-67.0,-17.0,-95.0,6.0,in,out,0.1,0.2759736623304408
9,2,9,0,1,0.026870460745022952,5.0,-73.0,1.0,-110.0,in,out,0.05,0.537409214900459
10,1,9,0,1,0.026870460745022952,-19.0,-53.0,0.0,-85.0,in,out,0.1,0.2687046074502295
8,0,9,0,1,0.02626128657194451,86.0,63.0,53.0,44.0,out,in,1.0,0.02626128657194451
10,0,9,0,1,0.024566243134638045,-44.0,38.0,-80.0,19.0,in,out,1.0,0.024566243134638045
9,0,9,0,1,0.021452116007007208,0.0,-37.0,18.0,-80.0,in,out,1.0,0.021452116007007208
11,0,9,0,1,0.02108653748577924,-22.0,-49.0,10.0,-84.0,in,out,0.7071067811865476,0.029820867295877664
11,0,9,0,1,0.019048482943986485,-44.0,-2.0,-94.0,-18.0,in,out,0.7071067811865476,0.026938622922018266
12,0,9,0,1,0.01787425013507906,-52.0,-97.0,-25.0,-48.0,out,in,1.0,0.01787425013507906
13,0,9,0,1,0.017842924252406307,-53.0,-53.0,-68.0,-107.0,in,out,0.047619047619047616,0.3747014093005325
8,0,9,0,1,0.017831573790537302,27.0,13.0,83.0,16.0,in,out,1.0,0.017831573790537302
8,1,5,1,1,0.017551024125281367,0.0,0.0,-10.0,-55.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",in,0.06937651438056693,0.25298221281347033
11,0,9,0,1,0.017329174830334543,110.0,-38.0,53.0,-29.0,out,in,0.7071067811865476,0.024507154069793587
10,0,9,0,1,0.01692243608556032,-27.0,67.0,-3.0,121.0,in,out,1.0,0.01692243608556032
13,0,9,0,1,0.016755332185712266,-50.0,-27.0,-109.0,-36.0,in,out,0.047619047619047616,0.3518619758999576
9,0,9,0,1,0.015421158465515792,85.0,25.0,66.0,-37.0,out,in,1.0,0.015421158465515792
11,1,9,0,1,0.013974060271677285,0.0,-50.0,-39.0,-110.0,in,out,0.04218245406095978,0.3312766073657719
8,0,9,0,1,0.012670414848210397,-67.0,49.0,6.0,79.0,out,in,1.0,0.012670414848210397
5,0,9,0,1,0.012658227848101266,2.0,0.0,81.0,0.0,in,out,0.014084507042253521,0.8987341772151899
9,0,9,0,1,0.01253727544961287,64.0,10.0,143.0,21.0,in,out,1.0,0.01253727544961287
6,1,9,0,1,0.01234473828166939,1.0,-80.0,0.0,1.0,out,in,0.0125,0.9875790625335512
7,0,6,1,1,0.01174774195514048,-56.0,62.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.012267560152816277,0.9576266029104034
6,1,6,1,1,0.011683475469624807,-84.0,1.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.012267560152816277,0.9523878688251322
6,0,6,1,1,0.011107394769105283,0.0,0.0,-8.0,88.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,0.012267560152816277,0.9054281887140652
5,0,6,1,1,0.011027881814398668,0.0,0.0,0.0,89.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,0.012267560152816277,0.8989466264705444
8,2,9,0,1,0.010201957331259656,3.0,-4.0,1.0,-102.0,in,out,0.01098901098901099,0.9283781171446286
9,1,9,0,1,0.00978091590241809,37.0,-102.0,30.0,0.0,out,in,0.010988347541611645,0.8901170867938835
7,0,9,0,1,0.00963097991104407,90.0,50.0,-1.0,0.0,out,in,1.0,0.00963097991104407
7,2,9,0,1,0.009413458629393434,0.0,7.0,-106.0,0.0,in,out,0.01,0.9413458629393434
9,0,9,0,1,0.009369146112448268,72.0,27.0,176.0,51.0,in,out,1.0,0.009369146112448268
9,0,9,0,1,0.00914205118529941,106.0,-28.0,0.0,-1.0,out,in,1.0,0.00914205118529941
7,2,6,1,1,0.008922190244628779,1.0,-110.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.009814814814814814,0.9090533456791586
8,2,9,0,1,0.008921462126203154,-107.0,30.0,1.0,0.0,out,in,0.01098901098901099,0.8118530534844869
9,2,6,1,1,0.007741651861932609,-68.0,-107.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.009766105755764708,0.7927061262226133
8,2,6,1,1,0.007706966331441948,33.0,-123.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.009814324110876562,0.7852773399750299
8,0,9,0,1,0.007398481839319421,5.0,18.0,135.0,55.0,in,out,1.0,0.007398481839319421
8,1,6,1,1,0.006702226251137066,122.0,-81.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.012267560152816277,0.54633734562112
10,1,9,0,1,0.006478635483917369,-4.0,22.0,-155.0,54.0,in,out,0.1,0.06478635483917368
9,1,9,0,1,0.006099148557300724,-162.0,31.0,-1.0,0.0,out,in,0.010988347541611645,0.5550560295079792
12,0,9,0,1,0.006009719566585233,139.0,-20.0,-23.0,-58.0,out,in,1.0,0.006009719566585233
8,1,9,0,1,0.005795762528363842,124.0,121.0,1.0,0.0,out,in,1.0,0.005795762528363842
12,1,9,0,1,0.004807636746383068,-105.0,-185.0,-8.0,-1.0,out,in,0.00717865656116727,0.6697125994841202
11,2,9,0,1,0.003448009379370623,-202.0,-151.0,45.0,1.0,out,in,0.0070337124880089944,0.49021187392131205
9,2,9,0,1,0.002293071404122023,-407.0,154.0,1.0,0.0,out,in,0.05,0.04586142808244046
8,1,9,0,1,0.0020790559968954887,457.0,151.0,0.0,1.0,out,in,1.0,0.0020790559968954887
10,3,9,0,1,0.002023060805870573,-465.0,-162.0,2.0,0.0,out,in,0.007035801295960806,0.28753808141682385
11,0,9,0,1,0.0014619867416620067,645.0,144.0,-4.0,-72.0,out,in,0.7071067811865476,0.0020675614780680603
11,0,9,0,1,0.001371659522349023,330.0,659.0,-47.0,35.0,out,in,0.7071067811865476,0.0019398194994641898
10,3,6,1,1,0.0013545666847031737,-163.0,-706.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.006770125940313682,0.2000799832448039
9,3,9,0,1,0.000992999698475191,1.0,-1005.0,-9.0,2.0,out,in,0.0010090817356205853,0.9840627011889143
8,4,9,0,1,0.000966183574879227,-1033.0,0.0,2.0,0.0,out,in,0.001,0.966183574879227
8,4,6,1,1,0.0009603532403536759,1.0,-1022.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.0009814814814814816,0.9784731128131791
9,3,6,1,1,0.0009129491507204372,-1075.0,12.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.0009814809907411088,0.9301750714815947
12,2,9,0,1,0.0008164372553092593,-1208.0,-69.0,15.0,-2.0,out,in,0.009629640197141817,0.08478377577924323
13,1,9,0,1,0.000729548124692709,-3.0,-29.0,122.0,-1394.0,in,out,0.0010700206598908458,0.6818075127326336
13,2,9,0,1,0.0006279968820032212,-1.0,49.0,-1585.0,-114.0,in,out,0.0010630480678150225,0.5907511626393331
11,4,6,1,1,0.0006243273289337406,1148.0,-1074.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.0009746050491406486,0.640595212885709
11,4,9,0,1,0.0005466181108172433,-1573.0,-924.0,3.0,5.0,out,in,0.0009933420869231155,0.5502818394722375
14,3,9,0,1,0.0005346045901205492,-1474.0,-1140.0,-5.0,18.0,out,in,0.0007028807630542663,0.7605907263665924
14,1,9,0,1,0.0004425225412880934,1684.0,-1435.0,-28.0,40.0,out,in,0.0010696851365449493,0.4136942041818285
14,1,9,0,1,0.00043615635606269234,-2199.0,-592.0,21.0,-19.0,out,in,0.0010696851365449493,0.4077427470586945
12,3,9,0,1,0.0004249589816187139,-126.0,-2348.0,14.0,1.0,out,in,0.000994004355935433,0.4275222528766441
11,4,9,0,1,0.0002856058227263747,2355.0,-2590.0,0.0,1.0,out,in,0.0009933420869231155,0.2875201066040007
14,1,9,0,1,0.00028448599546012504,-3583.0,-57.0,-68.0,-29.0,out,in,0.0010696851365449493,0.26595302275490734
8,2,9,0,1,0.0002832936101307868,80.0,3530.0,0.0,1.0,out,in,0.01098901098901099,0.0257797185219016
12,5,9,0,1,0.00022253290271415354,-4058.0,-1919.0,3.0,5.0,out,in,0.0007007992407457679,0.3175415864853695
13,4,9,0,1,0.0002029463307934987,1.0,75.0,-1947.0,-4451.0,in,out,0.0006997592227862846,0.2900230882065574
12,5,6,1,1,0.00015577763230450282,-2693.0,-5696.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.0006790726136639672,0.2293976066329601
12,5,6,1,1,0.00013576506284866725,-7093.0,-1397.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.0006790726136639672,0.1999271655444043
15,0,9,0,1,0.00010583827300882154,7899.0,-5139.0,-38.0,-13.0,out,in,0.0010587346946738067,0.09996675611110489
10,5,9,0,1,9.774214872170619e-5,0.0,-4.0,-10231.0,0.0,in,out,0.00010008006204643336,0.9766395695913691
9,6,9,0,1,9.712509300215836e-5,-10295.0,3.0,1.0,0.0,out,in,9.999000050004999e-5,0.9713480599703548
13,2,9,0,1,9.684641544928782e-5,-7192.0,7409.0,-1.0,-1.0,out,in,0.0010630480678150225,0.09110257417460425
13,3,9,0,1,9.511105262511183e-5,11.0,-24.0,-10503.0,-1.0,in,out,0.00010048182762992813,0.9465497878422682
15,2,9,0,1,9.495713074824581e-5,-73.0,30.0,-1401.0,10477.0,in,out,0.000689603023669396,0.13769825173181
11,5,9,0,1,9.446437638919457e-5,5.0,-10612.0,0.0,-26.0,out,in,0.00010070493249919768,0.9380312765707596
14,4,9,0,1,9.391319836095848e-5,-10644.0,-223.0,2.0,-10.0,out,in,0.00010035540576004061,0.9358060749165216
14,3,9,0,1,8.945613852730323e-5,1.0,-28.0,-3549.0,10572.0,in,out,0.0007028807630542663,0.12727071678357588
12,6,9,0,1,8.528268007301352e-5,2.0,0.0,5511.0,-10351.0,in,out,9.994623489140805e-5,0.8532855706437913
10,5,6,1,1,8.45448770643579e-5,-11609.0,-1.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",9.814809907411088e-5,0.8614010649408371
13,6,9,0,1,8.331250058087282e-5,-3356.0,-11524.0,1.0,0.0,out,in,9.92344417927861e-5,0.8395522670933113
15,4,9,0,1,8.292307594108223e-5,-1010.0,-12028.0,0.0,-11.0,out,in,9.878675559634584e-5,0.8394149138768718
12,4,9,0,1,8.168598920872225e-5,27.0,-12194.0,33.0,48.0,out,in,0.00010071502596676892,0.8110605982038337
11,4,6,1,1,8.165316505205143e-5,9737.0,-7048.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",0.0009746050491406486,0.08378077368268157
14,5,9,0,1,7.569405376898831e-5,0.0,-1.0,-4151.0,-12543.0,in,out,9.940883870154552e-5,0.7614418874386417
11,5,6,1,1,7.350350531136938e-5,0.0,0.0,-13350.0,276.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.81419928753783e-5,0.7489506087848132
12,6,6,1,1,7.252333941568261e-5,0.0,0.0,-13140.0,3239.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.81415454070819e-5,0.7389667557695634
12,6,9,0,1,6.64612129298091e-5,-14716.0,3131.0,1.0,0.0,out,in,9.994623489140805e-5,0.6649696509530295
12,3,9,0,1,6.469641466384476e-5,1672.0,15367.0,-1.0,1.0,out,in,0.000994004355935433,0.06508665105693683
9,6,6,1,1,6.181003082909498e-5,-15879.0,1.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",9.814814765740742e-5,0.6297625814075164
12,3,9,0,1,6.155484648692954e-5,15582.0,4595.0,0.0,-1.0,out,in,0.000994004355935433,0.061926133541941875
12,6,9,0,1,5.4568262857030863e-5,-16035.0,8870.0,1.0,0.0,out,in,9.994623489140805e-5,0.5459761732527442
11,2,9,0,1,4.8690553873818856e-5,20525.0,699.0,-1.0,1.0,out,in,0.0070337124880089944,0.006922454387611954
16,1,9,0,1,4.6993740800632746e-5,19400.0,-8672.0,-38.0,-13.0,out,in,0.0006697129006344129,0.07016997993635184
12,5,9,0,1,4.332393594476329e-5,-4213.0,22695.0,1.0,1.0,out,in,0.0007007992407457679,0.06182075182995255
14,5,9,0,1,4.175945821278978e-5,-8230.0,-22489.0,0.0,-1.0,out,in,9.940883870154552e-5,0.42007792021556467
13,4,9,0,1,3.517428092251662e-5,-27536.0,7068.0,1.0,-1.0,out,in,0.0006997592227862846,0.05026626270456358
15,4,9,0,1,3.0493134726595542e-5,23561.0,-22811.0,-1.0,-1.0,out,in,9.878675559634584e-5,0.30867634575624725
13,6,9,0,1,2.9719517889899498e-5,22020.0,-25443.0,1.0,0.0,out,in,9.92344417927861e-5,0.2994879333523895
15,6,9,0,1,2.7007054380368553e-5,-19962.0,-31189.0,1.0,-4.0,out,in,7.029587341392868e-5,0.384191177501143
15,6,9,0,1,2.624799388076717e-5,-29778.0,-23764.0,1.0,-1.0,out,in,7.029587341392868e-5,0.3733930970059801
14,8,9,0,1,2.3772201339614013e-5,-13133.0,-39963.0,1.0,0.0,out,in,6.995443798215358e-5,0.33982406299481177
14,5,9,0,1,2.3241024615634113e-5,-36153.0,23328.0,1.0,-1.0,out,in,9.940883870154552e-5,0.23379233596532079
17,2,9,0,1,2.3135510865153004e-5,40961.0,-13701.0,-38.0,-13.0,out,in,9.890849831230076e-5,0.23390822082955187
13,6,6,1,1,2.2890441886628935e-5,-36494.0,22509.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",9.757212004615945e-5,0.23460023084258
16,5,9,0,1,1.1604874854825717e-5,-23905.0,-82729.0,26.0,52.0,out,in,6.649081013147357e-5,0.1745335157126101
15,5,9,0,1,9.757994646603953e-6,-125.0,-102485.0,-3.0,-5.0,out,in,9.996628580736922e-6,0.9761285585229398
11,8,9,0,1,9.4810993767275e-6,12.0,-105473.0,1.0,0.0,out,in,9.99980000349995e-6,0.948128899918908
13,8,6,1,1,9.401292183802874e-6,0.0,0.0,-104336.0,3614.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.81235248528154e-6,0.9581078745290436
14,6,9,0,1,9.3528742619762e-6,-106929.0,-22.0,-10.0,7.0,out,in,1.0003000738124198e-5,0.9350068551259637
14,7,9,0,1,8.686616904424283e-6,1.0,-4.0,6623.0,-114933.0,in,out,9.998293526407227e-6,0.8688099505662062
14,9,6,1,1,8.399723425921673e-6,0.0,0.0,-116255.0,11746.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.787877278836126e-6,0.8581762098799507
12,8,9,0,1,8.349754475303724e-6,1.0,-12.0,-119763.0,0.0,in,out,1.0004101681689493e-5,0.834633107596885
12,7,9,0,1,8.332221495411428e-6,0.0,-1.0,55.0,-120017.0,in,out,9.99970000100045e-6,0.8332471468721868
14,8,9,0,1,7.890777090632997e-6,-64956.0,108817.0,1.0,0.0,out,in,6.995443798215358e-5,0.11279880616932483
13,6,9,0,1,7.88164933840481e-6,25618.0,124264.0,1.0,0.0,out,in,9.92344417927861e-5,0.07942453442588691
10,9,6,1,1,7.580002637268843e-6,0.0,0.0,-129483.0,0.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.814716667648138e-6,0.772309878516871
14,9,9,0,1,7.570002467863627e-6,48839.0,-122741.0,1.0,0.0,out,in,9.994925939527854e-6,0.75738454828623
